Phrase,Form,Role,Type,KeyLexemes
хорошо,ADV,оценка,Circum,пожарить
в такой атмосфере,в + Sloc,фоновая ситуация,Circum,жарить
в такой атмосфере,в + Sloc,фоновая ситуация,Circum,поджарить
в такой атмосфере,в + Sloc,фоновая ситуация,Circum,пожарить
20 мин,Sacc,длительность,Circum,жарить
20 мин,Sacc,длительность,Circum,поджарить
20 мин,Sacc,длительность,Circum,пожарить
сколько времени,Sacc,длительность,Circum,жарить
сколько времени,Sacc,длительность,Circum,поджарить
сколько времени,Sacc,длительность,Circum,пожарить
приблизительно час,Sacc,длительность,Circum,жарить
приблизительно час,Sacc,длительность,Circum,поджарить
приблизительно час,Sacc,длительность,Circum,пожарить
поливая её собственным соком,Vger,сопутствующая ситуация,Circum,жарить
поливая её собственным соком,Vger,сопутствующая ситуация,Circum,поджарить
поливая её собственным соком,Vger,сопутствующая ситуация,Circum,пожарить
перед самым обедом,перед + Sins,время,Circum,жарить
перед самым обедом,перед + Sins,время,Circum,поджарить
перед самым обедом,перед + Sins,время,Circum,пожарить
